lddmm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unknown,Left-Cerebral-White-Matter,Left-Cerebral-Cortex,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper*,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Cerebral-White-Matter,Right-Cerebral-Cortex,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper*,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior
p_30,0.9741044626613589,0.7626731640305707,0.6070152757360918,0.7442185420637053,0.16161615980228777,0.6996507348201096,0.8067655614318534,0.7914020017320992,0.7088103525276128,0.7565255856388987,0.7507759708768013,0.6912442367354661,0.7044854865776485,0.8342487882560247,0.6421796534850478,0.6160670265745021,0.5885167435956136,0.5811965762290892,0.789555728145319,0.3999999500000062,0.275538891513225,0.7596369073059348,0.5918045488491688,0.7650080722405636,0.2920517533082093,0.6639295970498693,0.7694880878185796,0.8581732058462925,0.7671136194223552,0.7304637259017598,0.7799835918293953,0.7251411196481623,0.6668100652466981,0.6484018222543912,0.8252023290029481,0.09677417793964871,0.3123123099676253,0.0,0.010416666576244214,0.0,0.39896372023410054,0.0,0.0,0.0,0.0,0.0,0.0
p_31,0.9704703382392563,0.7416487843511983,0.5773110006910712,0.8733425411348955,0.24978613986496032,0.7166301457604946,0.788682426682718,0.8432535238066382,0.7582148102523114,0.7052225076266803,0.8060540523112345,0.7596677148104619,0.6337834096616605,0.8779809569196957,0.6622529258661937,0.661989474663018,0.6323987519239914,0.5658119609759662,0.8122315746330256,0.2913907091794232,0.43975155006365496,0.7366390408446846,0.5525419870140743,0.8707462110605232,0.49523809186912865,0.681217023294234,0.7761998143121995,0.8396265990981611,0.7747444098699647,0.6759276177335701,0.7646176895167752,0.6772184737266749,0.619160727198811,0.6969146942203749,0.8192235327353997,0.22727267561984643,0.516632013946819,0.0,0.005747126381732506,0.0,0.583153335137077,0.0,0.0,0.0,0.0,0.0,0.0
p_32,0.9703028296641312,0.7455101092584522,0.5566113942365143,0.7838235288878185,0.03980099452983838,0.6901571421951108,0.6575072166728172,0.8281964134371286,0.7267012835109302,0.6272691547133444,0.6993136696358493,0.6038926848822058,0.5703991115011111,0.7206841431073074,0.6200043199179042,0.4514066481732524,0.638970154248273,0.059247397443976,0.7746415359593818,0.0,0.18061088737568542,0.7484649031523647,0.5642979518502148,0.7884114092586495,0.2615955448831582,0.7232602556213128,0.7449907709546267,0.8613020617749974,0.7545005990738758,0.5535845658844236,0.7036466346453576,0.6793175798929681,0.5139718163029094,0.11443210833106654,0.79770824081295,0.03448275267538747,0.2342857120544218,0.0,0.008988763943946473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_33,0.9699556490948962,0.7525713038647943,0.5678833163624835,0.8816168525203418,0.16976743988642512,0.7044459894669626,0.7703072232262866,0.8678550202805377,0.749175596919646,0.7452206532560116,0.7959437069620371,0.7301401847834691,0.6699055312553157,0.8730941624918931,0.7259325433036269,0.6399757335760518,0.6500986167648969,0.5838926125512365,0.8383546808241433,0.6153845364891619,0.46745194998479883,0.7537937261404837,0.5657284423652811,0.8648747371876426,0.21428571203481395,0.7318929583931915,0.7979795144662566,0.90252009373148,0.7451022596931085,0.7183123243011972,0.7808105856476208,0.7388535024003678,0.6914225923341459,0.6515495037675775,0.857168701169454,0.05128203813281073,0.43664717065206515,0.0,0.001395673402681972,0.0,0.5531914775916708,0.0,0.0,0.0,0.0,0.0,0.0
p_34,0.970338815986561,0.7414839106265704,0.5907185810515897,0.8579026214015346,0.31029411536548446,0.7176615274920582,0.7927392783394287,0.8355897320288153,0.8084754513607489,0.7009610725983814,0.7939349638400897,0.7412649237449582,0.7281481467997257,0.8766227230088519,0.731194391362277,0.6179921759713338,0.58791703972986,0.5032362418832019,0.7967882456677302,0.25974022600776286,0.3883626496051242,0.7435789580917722,0.5690776577562213,0.8613186398667732,0.18576388727635515,0.6829420411006054,0.7758861250523472,0.8765631733093127,0.8048334679073584,0.7128294737783388,0.7717352401221195,0.6978730971808551,0.6068965505615009,0.62955599317723,0.8439238152335043,0.040816318200751385,0.3751763020086297,0.0,0.003947368395083103,0.0,0.29533677991355495,0.0,0.0,0.0,0.0,0.0,0.0
p_35,0.9669944432760492,0.7139508506512441,0.5351983721605669,0.8267216057393935,0.1313291128850545,0.6335567157354033,0.738045165073314,0.7689094431503758,0.6695499382760509,0.6403224526670968,0.7044823468772663,0.6862215334379717,0.7248749415077878,0.8415612899683352,0.6184259598858393,0.5110701095224398,0.556105608266891,0.12369337871347232,0.7484750621201336,0.19444441743827534,0.36470587996924264,0.7182108013275973,0.519456137981927,0.8295717439568291,0.46075949133792665,0.6240596853683849,0.7335970301391492,0.854985972529974,0.7403656117337382,0.5181281946377285,0.6896296283525377,0.7024434797119256,0.5923590493465152,0.21350762372180376,0.7779649589134392,0.25490193579392784,0.3619402962565902,0.0,0.0025380710337808247,0.0,0.0064516126951092686,0.0,0.0,0.0,0.0,0.0,0.0
p_36,0.9706286424129991,0.7421778866787152,0.5822048005999003,0.7037412987936911,0.07350096640714733,0.623670143193803,0.7491197754453663,0.803741831991848,0.5805263150256232,0.6767262355352713,0.704322046022278,0.6326148049080843,0.633057088782097,0.8358579796942389,0.5931992161356603,0.5629008372893418,0.6447638570597338,0.15003538464235397,0.7472921485416507,0.02325581124932427,0.06469760809145418,0.7496636296637643,0.5854603443901998,0.748446365341498,0.2674772016149149,0.6399040750579156,0.7566681452137427,0.8570599889510031,0.6247298912068069,0.650206935457252,0.7239559765958752,0.7019328580468481,0.6626789910047508,0.2660725635514159,0.8043820701672763,0.0,0.24283305022906365,0.0,0.0030349013196524837,0.0,0.026845635782172094,0.0,0.0,0.0,0.0,0.0,0.0
p_37,0.9681863257275233,0.7270049691901501,0.5575307029734784,0.8783823176322099,0.36396074608420387,0.7001338686350007,0.789789237445118,0.7594195825146814,0.7469342242698697,0.7450009514901914,0.7598187292048874,0.6614253089996822,0.740649604476748,0.8793938687595639,0.7466321793871837,0.7185314664378454,0.4549524329743916,0.5164506429067732,0.8171979527575778,0.581196531521664,0.4066587371780099,0.7171129880060793,0.5423871114797,0.8321986707516819,0.2502187204705274,0.7099478193780364,0.7847578135991145,0.796459110685018,0.7339921754848753,0.6936160805239495,0.7701433495547618,0.6861330319209323,0.7073582612608968,0.6672535152530501,0.798811109153622,0.16666663194445167,0.22418878961572358,0.0,0.0041237113189499415,0.0,0.6135458045110398,0.0,0.0,0.0,0.0,0.0,0.0
p_38,0.9694566445500769,0.7397444709278451,0.5989034650473948,0.7833290482522555,0.028659160402669803,0.5999084756970698,0.7059759014058999,0.659237648544054,0.5773155021522383,0.6370552142028179,0.5965770159928964,0.6092628819107135,0.574669185593656,0.6669133061116025,0.5185475183336131,0.4379631832704681,0.3596355503530419,0.4516605132718781,0.7431731759910359,0.18823527197232093,0.36236558944964736,0.7375480080670087,0.589426108142864,0.7500597450581886,0.18616566877740676,0.6763013474732924,0.674563236709292,0.7933756380367458,0.6880208849402341,0.6575049369177872,0.718281717085778,0.6249333090655048,0.590863351598182,0.5674891105407176,0.7708922595603906,0.19607839292580528,0.3019755395015261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_39,0.9722194688539687,0.7661895854537987,0.5995902504937292,0.7433394877714723,0.11361586912880191,0.7106458620094722,0.7894740338161296,0.8315257504789474,0.6790597257387146,0.6982055459974427,0.7442635071349676,0.708041954947369,0.6624232765118817,0.8929476944794584,0.693287368865951,0.5160657333429832,0.6681589218345891,0.32137732911494027,0.798027909419213,0.10526314404432315,0.3003662966988242,0.7630263481157479,0.5892985107793327,0.7301933868292316,0.11499999904166668,0.7042486189485573,0.7884702119269296,0.8684745757805229,0.6586732399611461,0.6742262154655354,0.7730742526490731,0.6765481488801054,0.6260399321421799,0.3913043451677694,0.8302487221922379,0.0,0.1660516589847633,0.0,0.002296211225072202,0.0,0.05830903620090274,0.0,0.0,0.0,0.0,0.0,0.0
p_40,0.9708199213066303,0.7357130412271556,0.5880787889470029,0.6499684650419241,0.03996194062833548,0.7277693851035977,0.6065889071772154,0.7870129866041491,0.5336059282729289,0.6214830392969478,0.6314953112482198,0.600910467370205,0.512365841081741,0.80149977327581,0.6369839042713576,0.4627852410689161,0.6415306660577903,0.14331722911982908,0.7089172950031439,0.0,0.0896358530863326,0.7374748267033318,0.5748455219326856,0.6803135079019701,0.14102563973419743,0.6848121024730163,0.5937902920832874,0.8473687142991413,0.5875559738539289,0.49332214949782427,0.5480407936821783,0.6180879408576883,0.42271047944252294,0.3273691164521596,0.7283490457294826,0.0,0.19856887121136968,0.0,0.0,0.0,0.03493449629107003,0.0,0.0,0.0,0.0,0.0,0.0
p_41,0.9681949235372286,0.7520045810224613,0.5746320659059367,0.8566082192609993,0.31973898597276523,0.7413167199706497,0.7898339060144736,0.7968184241723639,0.7704539615664864,0.735890502926757,0.7902571024125912,0.716626211418003,0.6940575657055303,0.8563980870714417,0.6729330513399837,0.5104214902491397,0.6330241163895208,0.36535162636919705,0.8069164257628368,0.3636363223140543,0.39150227419573963,0.7418567177938551,0.5511798060427475,0.8600548557349287,0.3591022414039714,0.6975631703181463,0.7759568259174512,0.8506019803981959,0.7493505018080306,0.7309609156850915,0.7981345751762502,0.7232603993583807,0.5991022901037035,0.5658852015692385,0.8225024240324904,0.0465116170903216,0.5333333309786608,0.0,0.004210526271468145,0.0,0.36761487160580153,0.0,0.0,0.0,0.0,0.0,0.0
p_42,0.9719788110437497,0.7610046134214298,0.5870592327790541,0.689873417175733,0.08236536343859173,0.7460820271869618,0.7927788984658066,0.7736532363209296,0.7712494521486376,0.7687366160692336,0.7944739621796516,0.7285782636257622,0.742505763654872,0.8720287954497604,0.7078489761669239,0.6213991755340669,0.634408598360761,0.5942684721397551,0.7938407384128107,0.40223461440030084,0.2395604369279073,0.7562455185806847,0.5748980522306445,0.7264971841609817,0.18762474862649953,0.7164932062834658,0.7924455124770626,0.8482461533241562,0.7693731806805433,0.7286177369058119,0.8091482633889033,0.7038289310940062,0.6713957841197669,0.6239999954618183,0.8381461668109215,0.3870967325702438,0.28263002666702625,0.0,0.005199306714044136,0.0,0.4673912916469758,0.0,0.0,0.0,0.0,0.0,0.0
p_43,0.965785067842117,0.7218121731589482,0.5623138683665919,0.827132750384048,0.0891410041398622,0.6905504750420386,0.7477429428331454,0.8220792654541008,0.7845898914824049,0.7389642899334798,0.7958600985084581,0.766697729833185,0.6944260835108481,0.8583213605755632,0.6041962449880137,0.623724199084318,0.6822875270759033,0.6441844415403686,0.7788911149863497,0.2926828911362328,0.1599999987692308,0.7231808667027255,0.5639974916767,0.8314426682277896,0.42358328320788047,0.7605201775313096,0.7742759965139825,0.8854723492665347,0.776211030430493,0.704758112213977,0.7257245771643613,0.6720664302531538,0.6948278717864164,0.6696715990362422,0.8192807488521602,0.0,0.2690909074600551,0.0,0.0018181818099173553,0.0,0.5860306544117435,0.0,0.0,0.0,0.0,0.0,0.0
p_44,0.9734478195702999,0.7226685847056534,0.5991651580477241,0.7622145225466913,0.2878093465828658,0.7192630018223528,0.7731356517379849,0.7787811600179629,0.6785668413014424,0.741062267586566,0.7641154312753755,0.6172722953408575,0.7268770386792666,0.8626316802750816,0.7261274413674207,0.6741412197658845,0.5821256015212335,0.5372262734509031,0.7897011156016375,0.05263157202216157,0.30837789386472464,0.7293314456286815,0.5864116800629416,0.7249716324299803,0.3488584443026626,0.6747393743635245,0.7653553376667265,0.8271028032782027,0.7061381065138899,0.7032967027112083,0.7661914444680419,0.7367215707418995,0.6952931447248284,0.6411421113488507,0.8120106836031955,0.20689652794292782,0.30831315328237974,0.0,0.0,0.0,0.433249359363996,0.0,0.0,0.0,0.0,0.0,0.0
p_45,0.9668124234824653,0.7391627710734888,0.5410812319630325,0.8428971306149704,0.1271028025504411,0.6546545285365912,0.7483915156004116,0.7898353032283342,0.6416842947096965,0.6211464546396709,0.7000397284464844,0.6668925765269651,0.6721390616317261,0.8512757745845826,0.6080191496030131,0.49675132753469775,0.5775359480080219,0.045025417247455214,0.7402629209273595,0.0,0.3259152883997467,0.7242561339161359,0.5334045451843502,0.8403788806524063,0.15177713590992184,0.6239233694101103,0.7216574008107582,0.8406765499892063,0.6556573807679363,0.6034732266611132,0.6681707075236497,0.6776169258745203,0.5896504752844973,0.3056047179610341,0.7521884444117551,0.0540540394448542,0.3361742408325083,0.0,0.002072538852944598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_46,0.9634496004112121,0.7442181988410959,0.5122411847263667,0.8515098575364337,0.10735930642978955,0.7103910569465123,0.7352921238590867,0.7979808072780984,0.6311483785344633,0.6409201572992023,0.6998223787254344,0.7028248561098875,0.6374745401286289,0.826254034802778,0.5654328178709485,0.4318658269605193,0.5527217337163238,0.2670713181557563,0.7709777066285567,0.03124999511718826,0.41132075277678887,0.7624509549159576,0.5088654715334245,0.819809276991308,0.3031674185281492,0.6114456543644147,0.7106913542847028,0.8361368163831807,0.6571837532141852,0.572090627727351,0.7538175032517366,0.7136596729942567,0.5957543926141192,0.4379821932463965,0.7938997063640361,0.0,0.42907488797764365,0.0,0.0018399263973016668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_47,0.9703686319688564,0.7089766654429137,0.5558381352828632,0.8560549461727786,0.3992948417836278,0.6659820977513887,0.7394326404790333,0.839386870576815,0.6954736526586435,0.6683399682635105,0.7203135791553757,0.6900218933687147,0.6725146184784574,0.8150922064553289,0.7201475327615053,0.5764848470873095,0.6072782387896958,0.21287128537234914,0.7423098169623229,0.0,0.42003853362216503,0.7155889752385212,0.5469114275412843,0.8426239778840048,0.44996812970064926,0.6130489009906995,0.7571846996522066,0.8553215703726115,0.6790610322262338,0.6607301864107479,0.7171314725998502,0.7333333326408562,0.5612068953422266,0.3624260328222927,0.776038855211334,0.14035085257002586,0.4097777759565432,0.0,0.00322476619405106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_48,0.9658650842788008,0.7269927417061328,0.5443438500145658,0.5308862081479956,0.0,0.6529687308898636,0.6651239068986561,0.732232345824469,0.4983860547153227,0.5433777151062524,0.5084046931360535,0.6696651640696394,0.6743373727669255,0.8220734488165455,0.49999999947786133,0.2158054705780003,0.5428907136140381,0.092850509815687,0.6962813388050805,0.0,0.20793950457581278,0.7269767901138835,0.5311081018881788,0.6437537351626283,0.0,0.7317388311262533,0.734493467200956,0.773354901627272,0.5980448525042483,0.60479928854629,0.6012611811097505,0.3934028125129993,0.30369356985793716,0.07894736772853186,0.7177412406664877,0.0,0.18756815498835164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_49,0.9722315112518828,0.7552307344937348,0.5864213020954984,0.8711799093571685,0.2338461514477318,0.7177884822467151,0.7792902556662403,0.849750040735181,0.8116828333913088,0.7416060773289714,0.805789585643142,0.786862331282801,0.7650134673347909,0.8808156373192513,0.6913679143887764,0.6595517591794243,0.6260945681869764,0.5714285665403886,0.7974030587002819,0.3738317407633887,0.43679682040505086,0.7608300214805308,0.5792595832864523,0.8603943880243322,0.2884120146917424,0.7492254618116003,0.8148036913111723,0.8846238933160266,0.8144955917585743,0.7025171618972563,0.8153338812544644,0.7361563511064158,0.6827740476895435,0.6718386293883737,0.835311969262419,0.18181814876033658,0.45365321453842306,0.0,0.006696428496691646,0.0,0.4976958410669161,0.0,0.0,0.0,0.0,0.0,0.0
p_50,0.9711608454088668,0.7476379840711607,0.5712985494106959,0.8858370761486029,0.4710424687691,0.7383481671120805,0.7686047997737262,0.8368602218628406,0.7406352675349012,0.7843737242101452,0.7699416323688191,0.7235663066228354,0.751915851612448,0.8650062058973924,0.7724807300671037,0.6835026058646648,0.6330887237055078,0.5998071301850807,0.8122171938633683,0.3478260365469512,0.30550458575456607,0.7309716424425621,0.5585414131653001,0.8720020467725121,0.47183364660932453,0.7200702242409078,0.7949049020880251,0.8260869560337388,0.7051270452074084,0.7925887794209071,0.7823315100584438,0.7147811409553088,0.7242761676519462,0.6321138147142905,0.8092243179206778,0.1777777382716137,0.299295773769672,0.0,0.001232665635646639,0.0,0.636363624311295,0.0,0.0,0.0,0.0,0.0,0.0
p_51,0.9680269016913582,0.719392722097926,0.559071671364625,0.8635853711876045,0.46613731683261406,0.712360996889805,0.7751719692924269,0.8029688038948343,0.6988433220832352,0.6969888390219111,0.7482486848768637,0.6721088420133586,0.7723593272016598,0.8952788157228194,0.7286264884998016,0.6308755745832361,0.6086330913358522,0.47806624460101843,0.7973568274620441,0.07843135717032212,0.38900815633744884,0.7270120967033971,0.5543020198859548,0.8676656972959692,0.26796116331416725,0.6772548577609221,0.7776002655229164,0.853509022713544,0.6821027519804206,0.6378436650804921,0.7713231886322657,0.7016755586430071,0.6519362171937672,0.7071823148604395,0.8313895661952901,0.23255808545160803,0.48333333165509257,0.0,0.0011607661022612708,0.0,0.6666666518518523,0.0,0.0,0.0,0.0,0.0,0.0
p_52,0.9634228237612936,0.7426924064481515,0.572798612761502,0.7678997993621927,0.1526717542683993,0.6834737215400257,0.7175472060271817,0.7990220587881192,0.6629495390814755,0.7291381663405243,0.7782297099007753,0.6486486457268078,0.6498096774067165,0.7475276560478608,0.5805422642081413,0.5854790058328021,0.6762589890633149,0.5186991827748034,0.8068770601296302,0.03124999511718826,0.21074815373289618,0.7474779495556098,0.5490992701637609,0.7550794231584194,0.2595317708392524,0.6520347315300691,0.7239948616708259,0.8829516534556081,0.6832585330025044,0.627739394823758,0.7481077261959026,0.6677168104771884,0.6474448187563238,0.6152716548071098,0.8248407636744899,0.2727272314049649,0.36409821876292786,0.0,0.0,0.0,0.009501187422774646,0.0,0.0,0.0,0.0,0.0,0.0
p_53,0.9691729910688166,0.754007892549578,0.5699088096041337,0.8832425015760484,0.3116240699783671,0.7238647086929907,0.797922662945944,0.8646809455239397,0.8115908014880446,0.7665710514252492,0.7966988711821682,0.7647058799082292,0.7429238390094488,0.8725096193463001,0.7170634537446046,0.662269127540187,0.6399383167311552,0.5441067417041754,0.8170910653283634,0.5333332825396874,0.42223692639154914,0.756930054801672,0.5558955829736053,0.8753025685659005,0.32678711447928427,0.7061159111363016,0.824375261709519,0.8841692345843826,0.8329207912201725,0.6620913011550807,0.7577848205150386,0.7017964065852896,0.6155747824153796,0.5948012186941803,0.8184925646739937,0.42201830990657707,0.47878470152548613,0.0,0.008130081218190232,0.0,0.04851751890788359,0.0,0.0,0.0,0.0,0.0,0.0
p_54,0.9695735485142268,0.7359487748146493,0.546896201350667,0.8482490268348444,0.2499999978448276,0.7323825305822966,0.7784479353981242,0.8622366283316906,0.7980113625028248,0.7480715569111509,0.8114357771464458,0.7526223743329441,0.6746666648675556,0.8852559479298384,0.6915354143027214,0.655849252405524,0.6546546513781049,0.6116774734784294,0.8108361447217509,0.3488371687398641,0.3123809503975813,0.7481646464356553,0.5512233627853431,0.8320660653446468,0.2740183769923277,0.7149926006485866,0.7776044559175155,0.8886069826696829,0.7722900951750844,0.7225565815694188,0.8155973860630092,0.7124010547824089,0.6954887201703743,0.666123773077168,0.84099006109039,0.3582089017598654,0.4164470194177806,0.0,0.011792452691126738,0.0,0.4563106685361488,0.0,0.0,0.0,0.0,0.0,0.0
p_55,0.971616601314256,0.7415704357553099,0.6035912745950435,0.748864909046014,0.0,0.6722597920929713,0.7541424492228674,0.7320574159311477,0.5685161582665167,0.6113615866215628,0.5449878788749638,0.7069243127740567,0.702183733617877,0.823023241938757,0.5813509284759933,0.36460412427455285,0.5990972482597569,0.20355609930376395,0.6588563454261811,0.0,0.10994151918197054,0.7494142104859312,0.59711481622165,0.8090700543457429,0.11111111004682846,0.6817850790614303,0.7842442304842292,0.8650512398883962,0.7135328619732199,0.6056255298534063,0.6121799499317518,0.698845574118416,0.5023522182402287,0.3370411549664007,0.7640154547174925,0.0,0.3728294158691041,0.0,0.0,0.0,0.0399999980000001,0.0,0.0,0.0,0.0,0.0,0.0
p_56,0.9630162190476556,0.6797305028413005,0.5620044419688783,0.6375774911480071,0.0,0.5744979636682878,0.6586842174385666,0.7247231755114728,0.5698924723119801,0.6114235377658218,0.559156701448778,0.5051419148287045,0.6343343493908233,0.4977277765002468,0.35386538086603697,0.08707536101703366,0.5143361247713448,0.4537205040497232,0.5831689673050879,0.0,0.1219110358828495,0.6956749430426445,0.5674740675421605,0.6519863377206666,0.016501650028864275,0.5693619522553441,0.7020857070252178,0.7712921454047496,0.6685039361305722,0.6529521437831248,0.6504534203758541,0.49148142098695324,0.3195390251099371,0.4957152241548107,0.6352028441609804,0.0,0.2325581372814134,0.0,0.005668934208225997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_57,0.9659226889394075,0.7455745182384517,0.57363166849,0.7634024298112922,0.12522045744955504,0.7870252153437832,0.7677496740147197,0.7844045364913023,0.7678363923218262,0.6729237765408677,0.571913579364331,0.7116607748704565,0.7162094751185213,0.683631663298638,0.5809623594898345,0.4245565070269952,0.5702005703428816,0.40647481648853584,0.7788061076825497,0.15189871494952975,0.11804767175882325,0.7635994686192881,0.5914284332279438,0.8560798544210164,0.21621621475529584,0.7134479153534072,0.789274825741002,0.8618084076972421,0.8078246330405735,0.7407354815130375,0.7857378659859064,0.6708286877214206,0.6122860009864284,0.5118174367415042,0.8061052302453557,0.13793101070154987,0.38779173915145576,0.0,0.005312084922814277,0.0,0.006289307978323649,0.0,0.0,0.0,0.0,0.0,0.0
p_58,0.9658002854906651,0.7293205794338866,0.5784456757690398,0.8058800570298217,0.08762886522655615,0.5460998860188141,0.6344095115732818,0.7374519299118754,0.5871815280780439,0.5928930954902764,0.49376269147989166,0.6307142834617346,0.4169215076021368,0.6206555377157815,0.4735826514071647,0.1650251692601769,0.49866361016165095,0.502384733685336,0.7406236269296236,0.07142856292517108,0.36559139553705633,0.7323819774043994,0.563079410753576,0.8095537395318813,0.2033670019975286,0.5320543185783391,0.6053678752146473,0.7887533468269595,0.5757464731857973,0.6452478681360532,0.6032388655245245,0.6049401419874677,0.4479187014893127,0.5761631575770353,0.7570101136773209,0.21428567602041498,0.4457043155442463,0.0,0.0,0.0,0.04347825968809077,0.0,0.0,0.0,0.0,0.0,0.0
p_59,0.965284936936324,0.7398744041652436,0.5546131546007969,0.8456625861607,0.2523076897199211,0.7143339354855084,0.7806814890581627,0.828615316639996,0.8207028743505395,0.7301050376267536,0.8042918437676141,0.7296523487539781,0.7221715311994263,0.880803880658548,0.6783637450587892,0.584733555965594,0.6225099570592134,0.4807864121466809,0.804987440971486,0.30107523644352296,0.43000669504349165,0.7451742131839524,0.5521441509093522,0.8224988880291245,0.3361473496842107,0.6856071184937538,0.7798139990961421,0.8583840134037741,0.8436793153509936,0.7103835181547102,0.7713588267466257,0.6907962764963841,0.675663907976352,0.6901408396702595,0.8392873450531866,0.22222217283951712,0.48958333050009645,0.0,0.0026490065874303762,0.0,0.3692307597633139,0.0,0.0,0.0,0.0,0.0,0.0
p_60,0.9732761002279305,0.7547919274931588,0.5820602717579807,0.8013749809189583,0.04864864821037254,0.7069584512246372,0.7569219600176463,0.8205813561068296,0.6680932529923491,0.5826383620276483,0.5574112726552173,0.5849760224561746,0.5359199741257351,0.8538782489489616,0.562338142284186,0.34824063485075907,0.6012549880133772,0.07402330312526866,0.7102083957186587,0.0,0.15169660527248896,0.7637827885932891,0.5870027033010082,0.8031365614870305,0.039285713934948986,0.6875925034718707,0.7732690808041054,0.863647490397235,0.6935332701306537,0.5466718665193241,0.5910790590396915,0.6270764781100422,0.4617360975192951,0.1527065518364299,0.7681785451632984,0.0,0.2566918307708179,0.0,0.0,0.0,0.007751937684033424,0.0,0.0,0.0,0.0,0.0,0.0
p_61,0.9609306936395045,0.7335882711096905,0.5717117790698741,0.8388739787178728,0.23313782820280185,0.5048029147844697,0.560238312815393,0.8143772025942624,0.572409951195312,0.7202835756437309,0.6279470951294608,0.6034120107422014,0.3419073987261282,0.5268190074903409,0.7215320904748688,0.5965877804166544,0.48088990165176865,0.23439878056013105,0.7652679677895572,0.0,0.4116047125493893,0.7248617596570046,0.5434040911687243,0.8517301113019743,0.3766690064886226,0.45683805645037223,0.5512028178482026,0.8503134792073308,0.6481201807104998,0.7477548166817031,0.7040913404629062,0.7165632602555853,0.6218274098523109,0.4670824638455824,0.8015723521402242,0.0,0.4456375823971893,0.0,0.0,0.0,0.49583332300347244,0.0,0.0,0.0,0.0,0.0,0.0
p_62,0.961676720987471,0.699126520755449,0.5303807013235458,0.8558503606648747,0.3856630796726661,0.645056528579971,0.5603920741620737,0.820881882099108,0.6967930021899281,0.6724306682932866,0.7075090391246351,0.6753488351151974,0.6958501125970056,0.7325839938765915,0.7300144990526685,0.5078187105544163,0.5809157616885153,0.19999999789473688,0.7585454538558678,0.14035085257002586,0.42578849524216833,0.7142463654045703,0.5388842956631567,0.8431791219326277,0.47335639810826025,0.6003802761819291,0.6971501065597874,0.8474675054802894,0.7322229971754034,0.6142756675331613,0.7078818765500704,0.7177147022746055,0.5800920104975074,0.5063291096512311,0.7957416088093273,0.0,0.4270923191238467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_63,0.9639477244094787,0.7183286828809549,0.5126706960923317,0.8496745615734004,0.4954029178182644,0.5775184678451234,0.6982936374622979,0.7697142174969085,0.6386150509273684,0.6399777070035504,0.7250066276186512,0.5791999986761143,0.6069511144194656,0.8377537513385438,0.7585967343186899,0.5583536405135292,0.5628891638764347,0.17821782031173417,0.7712394255505338,0.4599999540000046,0.45332414587211795,0.7242268244555019,0.5127332433383829,0.8290511833054485,0.48537004885043,0.6203166484855156,0.7153763801611814,0.8335998167921427,0.6658551423555943,0.6223214280157845,0.6855156415167657,0.7488409266595996,0.5846153833486124,0.25213394450338844,0.7782780972818101,0.0,0.43310657473609243,0.0,0.0,0.0,0.004901960664167631,0.0,0.0,0.0,0.0,0.0,0.0
p_64,0.9751841971602969,0.7611713903348925,0.6026954128263744,0.8350152167087077,0.10903173222919665,0.6735104748792013,0.7600335729109927,0.7883059249343222,0.7847459764541417,0.7214618967951307,0.7806721002571643,0.6751592332796913,0.6455331395191691,0.8753056233190175,0.6748491775797284,0.576546451930866,0.5807606237997287,0.32842757297887243,0.776513825011801,0.5154638643851686,0.3231884034551565,0.7615016819719573,0.5902537409027129,0.8011916132869475,0.10851418941140076,0.6335123259634057,0.7631844472008765,0.8518028443864799,0.7660946964700107,0.6658801316140631,0.7704437096251491,0.6682931400316289,0.5957869622500259,0.5916305873619727,0.7932489444646096,0.46666658888890183,0.43174175903334394,0.0,0.0038350910466434223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
